"accountNo","allowZeroQuantities","allowZeroValues","altDescription","canGLAccountBeDeleted","checkAccount","conCanGLAccountBeDeleted","currencyChanged","description","displayInTranLedger","doesRequireFCRevaluation","entryTimeStamp","entryUser","getAccountCodeWeb3D","getAccountNo","getAccountNoPadded","getAllSegments","getAlternateNumber","getAssignedSecurityTeam","getFCReportingRateType","getFirstMoveDate","getMasterfilesString","getModuleCurrentPeriod","getName","getObjectDisplayText","getSegment","getTreesString","getUnrealisedGainLossAccount","gtGetOwnerModule","isAcctInRetainedEarningsRange","isAddTotalsToRetainedEarnings","isAllowedReconciliation","isBalanceSheetAccount","isConMethodTransaction","isCreditAccount","isDebitAccount","isEliminationAccount","isInactive","isMonetaryItem","isPosting","isPrintingInDetail","isProfitLossAccount","isQuantityAccount","isReadyForDeletion","isTranslationAtTransaction","modifiedTimeStamp","modifiedUser","myARPrepareStatement","myAccountSign","myAccountType","myAdvanceReceiptControl","myAllowedRecAssignSecurityTeam","myAllowedRecGLControl","myAssignedSecurityTeam","myBankAccount","myBankGLControl","myCashAnalysis","myCreditorsGLControl","myCurrency","myDebitorsGLControl","myDiscountAllowedGLControl","myDiscountReceivedGLControl","myEliminationConCompany","myExchangeVarianceGLControl","myFACapProfitGLControl","myFACostGLControl","myFADepnRecovGLControl","myFADepreciationGLControl","myFADisposeClearGLControl","myFALossSaleGLControl","myFALossWOffGLControl","myFAProvDepnGLControl","myFAPurchClearGLControl","myFARevalReserveGLControl","myFCRateType","myForeignGLControl","myGLControl","myINManufCostVarGLControl","myINPurchCostVarGLControl","myINSalesCostVarGLControl","myInputTaxGLControl","myKeepTransactions","myMostFuturePeriodSummary","myOffsetControl","myOutputTaxGLControl","myParentMDAObject","myReconciliationType","myRetainedEarningsGLControl","myRevaluationCurrency","myStatus","mySuspenseGLControl","myTaxClass","myTaxCode","myUnrealisedGainLossGLAccount","myWithholdingTaxGLControl","needToCalculateTranslationBal","notes","oid","reCalculateOpeningBalances","securityLevel","shortCode","spreadCode","statActualRate","statBudgetRate","statUnit","useFCHistoricalRates","useFCRevaluation"
"01.45.520.501.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,FLIGHTS - DOMESTIC,false,false,2018-02-06 00:00:00.0,,"01.45.520.501.0000","01.45.520.501.0000","01.45.520.501.0000","0000310.0000000692 (t)",,"0008994.0000000038","0000000.0000000000",2014-10-31,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.45.520.501.0000,GL Account [01.45.520.501.0000] [] [FLIGHTS - DOMESTIC],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:27:17.003,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000029","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002614138","0000000.0000000000","0000000.0000000000","0004708.0000001620","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000006626",,0,,,0,0,,false,false
"01.62.335.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,RELOCATION EXPENSES,false,false,2018-02-06 00:00:00.0,,"01.62.335.000.0000","01.62.335.000.0000","01.62.335.000.0000","0000310.0000000693 (t)",,"0008994.0000000040","0000000.0000000000",2016-12-07,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.62.335.000.0000,GL Account [01.62.335.000.0000] [] [RELOCATION EXPENSES],,"Account Tree: Budget Check, Inactive, INACTIVE, INACTIVE, OLAA SALARIES
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-24 16:55:02.998,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000028","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002632534","0000000.0000000000","0000000.0000000000","0004708.0000001750","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000007069",,0,,,0,0,,false,false
"01.82.440.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SUNDRY EXPENSES,false,false,2018-02-06 00:00:00.0,,"01.82.440.000.0000","01.82.440.000.0000","01.82.440.000.0000","0000310.0000000694 (t)",,"0008994.0000000041","0000000.0000000000",2016-12-19,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.82.440.000.0000,GL Account [01.82.440.000.0000] [] [SUNDRY EXPENSES],,"Account Tree: Active, ADMINISTRATION, Budget Check, OLAA SUNDRY, OTHER EXPENSES
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-01-11 11:19:25.775,Laxmi.Boodhun,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000026","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002656293","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000007388",,0,,,0,0,,false,false
"01.62.465.271.1001",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,PROD'N OS & APPLICATION ,false,false,2011-11-25 10:11:18.741,Michael Ward Black,"01.62.465.271.1001","01.62.465.271.1001","01.62.465.271.1001","0000310.0000000695 (t)",,"0008994.0000000040","0000000.0000000000",2011-11-25,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.62.465.271.1001,GL Account [01.62.465.271.1001] [] [PROD'N OS & APPLICATION ],,"Account Tree: Active, Budget Check, EQUIP MAINT & LICENCE FEES, OLAA SOFTWARE LICENCING, OTHER EXPENSES
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,false,2017-02-20 12:02:09.428,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000028","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002633370","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000041","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009697",,0,,,0,0,,false,false
"01.20.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-04 11:03:11.802,Murray.Cowdell,"01.20.340.000.0000","01.20.340.000.0000","01.20.340.000.0000","0000310.0000000696 (t)",,"0008994.0000000010","0000000.0000000000",2012-02-16,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.20.340.000.0000,GL Account [01.20.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:07:28.743,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000004","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002553699","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009702",,0,,,0,0,,false,false
"01.30.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-04 12:28:43.054,Murray.Cowdell,"01.30.340.000.0000","01.30.340.000.0000","01.30.340.000.0000","0000310.0000000697 (t)",,"0008994.0000000011","0000000.0000000000",2012-02-03,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.30.340.000.0000,GL Account [01.30.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:07:38.306,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000005","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002563806","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009708",,0,,,0,0,,false,false
"01.35.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-04 13:09:20.429,Murray.Cowdell,"01.35.340.000.0000","01.35.340.000.0000","01.35.340.000.0000","0000310.0000000698 (t)",,"0008994.0000000047","0000000.0000000000",2013-09-30,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.35.340.000.0000,GL Account [01.35.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:07:46.949,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000035","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002577742","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009712",,0,,,0,0,,false,false
"01.40.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-04 13:10:33.976,Murray.Cowdell,"01.40.340.000.0000","01.40.340.000.0000","01.40.340.000.0000","0000310.0000000699 (t)",,"0008994.0000000012","0000000.0000000000",2012-06-07,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.40.340.000.0000,GL Account [01.40.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:19:10.375,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000006","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002581050","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009713",,0,,,0,0,,false,false
"01.41.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-04 13:11:18.539,Murray.Cowdell,"01.41.340.000.0000","01.41.340.000.0000","01.41.340.000.0000","0000310.0000000700 (t)",,"0008994.0000000028","0000000.0000000000",2014-04-29,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.41.340.000.0000,GL Account [01.41.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:08:03.786,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000019","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002586847","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009714",,0,,,0,0,,false,false
"01.41.380.101.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,BUILDING OCCUPANCY-RENT PAID,false,false,2012-01-04 16:57:49.517,Murray.Cowdell,"01.41.380.101.0000","01.41.380.101.0000","01.41.380.101.0000","0000310.0000000701 (t)",,"0008994.0000000028","0000000.0000000000",2012-02-03,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.41.380.101.0000,GL Account [01.41.380.101.0000] [] [BUILDING OCCUPANCY-RENT PAID],,"Account Tree: Active, Budget Check, OCCUPANCY, OCCUPANCY EXPENSE, OLAA OCCUPANCY
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,false,2017-02-24 15:34:31.137,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000019","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002586913","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000041","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009727",,0,,,0,0,,false,false
"01.60.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-05 15:56:21.551,Murray.Cowdell,"01.60.340.000.0000","01.60.340.000.0000","01.60.340.000.0000","0000310.0000000702 (t)",,"0008994.0000000014","0000000.0000000000",2012-05-10,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.60.340.000.0000,GL Account [01.60.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:08:30.673,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000008","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002626588","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009739",,0,,,0,0,,false,false
"01.62.340.000.0000",true,true,,You cannot delete this account as it is used in a transaction tree query,,,,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:04:20.226,Murray.Cowdell,"01.62.340.000.0000","01.62.340.000.0000","01.62.340.000.0000","0000310.0000000703 (t)",,"0008994.0000000040","0000000.0000000000",,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.62.340.000.0000,GL Account [01.62.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Budget Check, Inactive, INACTIVE, INACTIVE, OLAA STAFF TRAIN
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:19:57.341,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000028","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002632567","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009740",,0,,,0,0,,false,false
"01.63.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:05:06.835,Murray.Cowdell,"01.63.340.000.0000","01.63.340.000.0000","01.63.340.000.0000","0000310.0000000704 (t)",,"0008994.0000000043","0000000.0000000000",2012-07-20,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.63.340.000.0000,GL Account [01.63.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:08:47.606,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000031","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002635777","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009741",,0,,,0,0,,false,false
"01.64.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:05:50.929,Murray.Cowdell,"01.64.340.000.0000","01.64.340.000.0000","01.64.340.000.0000","0000310.0000000705 (t)",,"0008994.0000000044","0000000.0000000000",2014-07-22,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.64.340.000.0000,GL Account [01.64.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:20:08.401,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000032","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002638757","0000000.0000000000","0000000.0000000000","0004708.0000001696","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009742",,0,,,0,0,,false,false
"01.65.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:06:38.898,Murray.Cowdell,"01.65.340.000.0000","01.65.340.000.0000","01.65.340.000.0000","0000310.0000000706 (t)",,"0008994.0000000035","0000000.0000000000",2012-02-09,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.65.340.000.0000,GL Account [01.65.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:20:15.346,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000023","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002641639","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009743",,0,,,0,0,,false,false
