Training for 250 epochs.
Epoch 1: Training Cost = 5.908, Training Acc = 11.13 -- Test Cost = 2.895, Test Acc = 14.34
Epoch 103: Training Cost = 0.219, Training Acc = 96.39 -- Test Cost = 4.331, Test Acc = 54.51
Epoch 104: Training Cost = 0.226, Training Acc = 96.19 -- Test Cost = 4.205, Test Acc = 52.05
Epoch 105: Training Cost = 0.255, Training Acc = 96.00 -- Test Cost = 4.226, Test Acc = 53.28
Epoch 106: Training Cost = 0.153, Training Acc = 97.17 -- Test Cost = 3.901, Test Acc = 59.02
Epoch 107: Training Cost = 0.127, Training Acc = 97.95 -- Test Cost = 4.461, Test Acc = 57.38
Epoch 108: Training Cost = 0.122, Training Acc = 97.36 -- Test Cost = 4.367, Test Acc = 57.79
Epoch 109: Training Cost = 0.182, Training Acc = 98.24 -- Test Cost = 4.252, Test Acc = 56.15
Epoch 110: Training Cost = 0.128, Training Acc = 97.46 -- Test Cost = 4.186, Test Acc = 56.97
Epoch 111: Training Cost = 0.064, Training Acc = 97.95 -- Test Cost = 4.321, Test Acc = 55.33
Epoch 112: Training Cost = 0.078, Training Acc = 98.54 -- Test Cost = 4.107, Test Acc = 54.51
Epoch 113: Training Cost = 0.171, Training Acc = 97.85 -- Test Cost = 4.017, Test Acc = 54.10
Epoch 114: Training Cost = 0.234, Training Acc = 96.39 -- Test Cost = 3.987, Test Acc = 59.02
Epoch 115: Training Cost = 0.378, Training Acc = 96.68 -- Test Cost = 4.199, Test Acc = 50.82
Epoch 116: Training Cost = 0.081, Training Acc = 98.24 -- Test Cost = 4.214, Test Acc = 51.64
Epoch 117: Training Cost = 0.163, Training Acc = 97.27 -- Test Cost = 4.837, Test Acc = 55.33
Epoch 118: Training Cost = 0.185, Training Acc = 97.27 -- Test Cost = 5.456, Test Acc = 51.64
Epoch 119: Training Cost = 0.186, Training Acc = 97.66 -- Test Cost = 4.793, Test Acc = 53.69
Epoch 120: Training Cost = 0.114, Training Acc = 97.75 -- Test Cost = 5.429, Test Acc = 49.18
Epoch 121: Training Cost = 0.086, Training Acc = 98.34 -- Test Cost = 4.573, Test Acc = 61.48
Epoch 122: Training Cost = 0.132, Training Acc = 97.75 -- Test Cost = 4.563, Test Acc = 61.07
Epoch 123: Training Cost = 0.103, Training Acc = 98.24 -- Test Cost = 5.115, Test Acc = 59.84
Epoch 124: Training Cost = 0.153, Training Acc = 98.44 -- Test Cost = 4.706, Test Acc = 59.84
Epoch 125: Training Cost = 0.232, Training Acc = 96.97 -- Test Cost = 5.620, Test Acc = 55.74
Epoch 126: Training Cost = 0.108, Training Acc = 97.46 -- Test Cost = 5.185, Test Acc = 52.46
Epoch 127: Training Cost = 0.068, Training Acc = 98.54 -- Test Cost = 5.254, Test Acc = 53.69
Epoch 128: Training Cost = 0.186, Training Acc = 97.36 -- Test Cost = 5.542, Test Acc = 52.05
Epoch 129: Training Cost = 0.187, Training Acc = 96.88 -- Test Cost = 5.027, Test Acc = 55.33
Epoch 130: Training Cost = 0.129, Training Acc = 97.56 -- Test Cost = 4.517, Test Acc = 56.15
Epoch 131: Training Cost = 0.093, Training Acc = 98.24 -- Test Cost = 4.806, Test Acc = 54.10
Epoch 132: Training Cost = 0.060, Training Acc = 98.93 -- Test Cost = 5.454, Test Acc = 49.59
Epoch 133: Training Cost = 0.071, Training Acc = 99.41 -- Test Cost = 6.049, Test Acc = 54.10
Epoch 134: Training Cost = 0.117, Training Acc = 98.24 -- Test Cost = 6.975, Test Acc = 52.87
Epoch 135: Training Cost = 0.088, Training Acc = 98.73 -- Test Cost = 5.658, Test Acc = 61.07
Epoch 136: Training Cost = 0.116, Training Acc = 99.22 -- Test Cost = 9.264, Test Acc = 52.87
Epoch 137: Training Cost = 0.179, Training Acc = 97.66 -- Test Cost = 6.855, Test Acc = 52.87
Epoch 138: Training Cost = 0.344, Training Acc = 97.07 -- Test Cost = 7.268, Test Acc = 52.05
Epoch 139: Training Cost = 0.343, Training Acc = 96.39 -- Test Cost = 5.977, Test Acc = 51.64
Epoch 140: Training Cost = 0.258, Training Acc = 95.41 -- Test Cost = 4.389, Test Acc = 50.82
Epoch 141: Training Cost = 0.188, Training Acc = 96.97 -- Test Cost = 4.302, Test Acc = 53.28
Epoch 142: Training Cost = 0.108, Training Acc = 97.36 -- Test Cost = 4.611, Test Acc = 57.79
Epoch 143: Training Cost = 0.095, Training Acc = 98.05 -- Test Cost = 4.140, Test Acc = 58.20
Epoch 144: Training Cost = 0.045, Training Acc = 98.83 -- Test Cost = 5.104, Test Acc = 60.25
Epoch 145: Training Cost = 0.067, Training Acc = 98.93 -- Test Cost = 4.587, Test Acc = 56.15
Epoch 146: Training Cost = 0.098, Training Acc = 97.85 -- Test Cost = 5.312, Test Acc = 57.38
Epoch 147: Training Cost = 0.137, Training Acc = 98.24 -- Test Cost = 4.873, Test Acc = 55.74
Epoch 148: Training Cost = 0.121, Training Acc = 98.34 -- Test Cost = 5.502, Test Acc = 54.10
Epoch 149: Training Cost = 0.219, Training Acc = 97.36 -- Test Cost = 5.286, Test Acc = 55.74
Epoch 150: Training Cost = 0.126, Training Acc = 98.24 -- Test Cost = 5.158, Test Acc = 52.05
Epoch 151: Training Cost = 0.156, Training Acc = 97.95 -- Test Cost = 5.701, Test Acc = 52.87
Epoch 152: Training Cost = 0.145, Training Acc = 98.34 -- Test Cost = 5.217, Test Acc = 54.10
Epoch 153: Training Cost = 0.123, Training Acc = 98.05 -- Test Cost = 5.062, Test Acc = 56.56
Epoch 154: Training Cost = 0.085, Training Acc = 98.24 -- Test Cost = 4.494, Test Acc = 57.79
Epoch 155: Training Cost = 0.144, Training Acc = 98.05 -- Test Cost = 4.850, Test Acc = 58.61
Epoch 156: Training Cost = 0.196, Training Acc = 97.95 -- Test Cost = 5.102, Test Acc = 59.84
Epoch 157: Training Cost = 0.199, Training Acc = 97.46 -- Test Cost = 5.042, Test Acc = 54.92
Epoch 158: Training Cost = 0.118, Training Acc = 98.24 -- Test Cost = 5.508, Test Acc = 54.51
Epoch 159: Training Cost = 0.110, Training Acc = 98.63 -- Test Cost = 6.137, Test Acc = 57.38
Epoch 160: Training Cost = 0.064, Training Acc = 98.93 -- Test Cost = 5.751, Test Acc = 57.38
Epoch 161: Training Cost = 0.074, Training Acc = 98.73 -- Test Cost = 6.244, Test Acc = 52.46
Epoch 162: Training Cost = 0.037, Training Acc = 99.22 -- Test Cost = 5.882, Test Acc = 55.74
Epoch 163: Training Cost = 0.050, Training Acc = 99.02 -- Test Cost = 6.084, Test Acc = 54.92
Epoch 164: Training Cost = 0.186, Training Acc = 98.73 -- Test Cost = 6.643, Test Acc = 54.10
Epoch 165: Training Cost = 0.169, Training Acc = 98.24 -- Test Cost = 6.279, Test Acc = 58.20
Epoch 166: Training Cost = 0.156, Training Acc = 98.54 -- Test Cost = 5.371, Test Acc = 56.56
Epoch 167: Training Cost = 0.152, Training Acc = 98.14 -- Test Cost = 6.579, Test Acc = 54.51
Epoch 168: Training Cost = 0.209, Training Acc = 97.85 -- Test Cost = 5.296, Test Acc = 55.74
Epoch 169: Training Cost = 0.206, Training Acc = 97.36 -- Test Cost = 6.157, Test Acc = 50.41
Epoch 170: Training Cost = 0.059, Training Acc = 98.83 -- Test Cost = 5.066, Test Acc = 50.41
Epoch 171: Training Cost = 0.066, Training Acc = 98.34 -- Test Cost = 4.797, Test Acc = 55.74
Epoch 172: Training Cost = 0.103, Training Acc = 98.63 -- Test Cost = 4.987, Test Acc = 58.20
Epoch 173: Training Cost = 0.019, Training Acc = 99.32 -- Test Cost = 5.886, Test Acc = 55.33
Epoch 174: Training Cost = 0.072, Training Acc = 99.02 -- Test Cost = 5.633, Test Acc = 56.15
Epoch 175: Training Cost = 0.134, Training Acc = 98.93 -- Test Cost = 6.378, Test Acc = 56.56
Epoch 176: Training Cost = 0.036, Training Acc = 99.02 -- Test Cost = 6.752, Test Acc = 58.20
Epoch 177: Training Cost = 0.037, Training Acc = 99.22 -- Test Cost = 8.357, Test Acc = 59.84
Epoch 178: Training Cost = 0.022, Training Acc = 99.32 -- Test Cost = 7.712, Test Acc = 52.87
Epoch 179: Training Cost = 0.154, Training Acc = 98.73 -- Test Cost = 7.518, Test Acc = 61.48
Epoch 180: Training Cost = 0.160, Training Acc = 98.34 -- Test Cost = 7.371, Test Acc = 62.70
Epoch 181: Training Cost = 0.214, Training Acc = 98.34 -- Test Cost = 7.456, Test Acc = 50.41
Epoch 182: Training Cost = 0.233, Training Acc = 97.36 -- Test Cost = 6.257, Test Acc = 60.66
Epoch 183: Training Cost = 0.114, Training Acc = 98.73 -- Test Cost = 6.754, Test Acc = 56.56
Epoch 184: Training Cost = 0.192, Training Acc = 98.14 -- Test Cost = 6.390, Test Acc = 56.56
Epoch 185: Training Cost = 0.101, Training Acc = 98.34 -- Test Cost = 5.753, Test Acc = 58.61
Epoch 186: Training Cost = 0.066, Training Acc = 99.02 -- Test Cost = 6.374, Test Acc = 59.43
Epoch 187: Training Cost = 0.199, Training Acc = 98.54 -- Test Cost = 5.465, Test Acc = 64.75
Epoch 188: Training Cost = 0.056, Training Acc = 99.02 -- Test Cost = 6.517, Test Acc = 59.02
Epoch 189: Training Cost = 0.229, Training Acc = 97.85 -- Test Cost = 6.093, Test Acc = 55.33
Epoch 190: Training Cost = 0.172, Training Acc = 98.93 -- Test Cost = 6.211, Test Acc = 50.00
Epoch 191: Training Cost = 0.257, Training Acc = 98.05 -- Test Cost = 7.231, Test Acc = 53.69
Epoch 192: Training Cost = 0.195, Training Acc = 97.85 -- Test Cost = 7.378, Test Acc = 54.10
Epoch 193: Training Cost = 0.157, Training Acc = 98.54 -- Test Cost = 5.311, Test Acc = 54.10
Epoch 194: Training Cost = 0.202, Training Acc = 98.24 -- Test Cost = 6.270, Test Acc = 54.10
Epoch 195: Training Cost = 0.171, Training Acc = 97.85 -- Test Cost = 5.666, Test Acc = 52.46
Epoch 196: Training Cost = 0.063, Training Acc = 98.73 -- Test Cost = 7.230, Test Acc = 50.82
Epoch 197: Training Cost = 0.100, Training Acc = 98.83 -- Test Cost = 6.526, Test Acc = 54.10
Epoch 198: Training Cost = 0.068, Training Acc = 98.73 -- Test Cost = 7.092, Test Acc = 57.79
Epoch 199: Training Cost = 0.051, Training Acc = 99.41 -- Test Cost = 6.878, Test Acc = 55.74
Epoch 200: Training Cost = 0.095, Training Acc = 98.44 -- Test Cost = 6.979, Test Acc = 55.74
Epoch 201: Training Cost = 0.129, Training Acc = 98.93 -- Test Cost = 7.188, Test Acc = 52.05
Epoch 202: Training Cost = 0.106, Training Acc = 99.02 -- Test Cost = 7.971, Test Acc = 51.64
Epoch 203: Training Cost = 0.120, Training Acc = 98.63 -- Test Cost = 8.813, Test Acc = 52.87
Epoch 204: Training Cost = 0.108, Training Acc = 98.63 -- Test Cost = 8.498, Test Acc = 56.56
Epoch 205: Training Cost = 0.163, Training Acc = 98.63 -- Test Cost = 9.083, Test Acc = 52.87
Epoch 206: Training Cost = 0.222, Training Acc = 98.63 -- Test Cost = 8.168, Test Acc = 55.74
Epoch 207: Training Cost = 0.241, Training Acc = 98.83 -- Test Cost = 7.315, Test Acc = 54.51
Epoch 208: Training Cost = 0.166, Training Acc = 98.34 -- Test Cost = 7.195, Test Acc = 50.41
Epoch 209: Training Cost = 0.147, Training Acc = 98.05 -- Test Cost = 6.213, Test Acc = 53.28
Epoch 210: Training Cost = 0.213, Training Acc = 98.44 -- Test Cost = 6.111, Test Acc = 55.74
Epoch 211: Training Cost = 0.150, Training Acc = 98.24 -- Test Cost = 7.629, Test Acc = 55.33
Epoch 212: Training Cost = 0.265, Training Acc = 96.58 -- Test Cost = 5.869, Test Acc = 55.33
Epoch 213: Training Cost = 0.197, Training Acc = 97.36 -- Test Cost = 6.519, Test Acc = 55.33
Epoch 214: Training Cost = 0.369, Training Acc = 97.66 -- Test Cost = 7.840, Test Acc = 53.28
Epoch 215: Training Cost = 0.412, Training Acc = 95.70 -- Test Cost = 6.361, Test Acc = 54.10
Epoch 216: Training Cost = 0.118, Training Acc = 98.44 -- Test Cost = 7.540, Test Acc = 53.28
Epoch 217: Training Cost = 0.321, Training Acc = 98.34 -- Test Cost = 6.778, Test Acc = 55.74
Epoch 218: Training Cost = 0.102, Training Acc = 98.34 -- Test Cost = 7.027, Test Acc = 52.05
Epoch 219: Training Cost = 0.149, Training Acc = 98.44 -- Test Cost = 6.600, Test Acc = 57.38
Epoch 220: Training Cost = 0.157, Training Acc = 98.34 -- Test Cost = 6.219, Test Acc = 51.64
Epoch 221: Training Cost = 0.154, Training Acc = 98.93 -- Test Cost = 5.778, Test Acc = 56.56
Epoch 222: Training Cost = 0.157, Training Acc = 98.83 -- Test Cost = 8.056, Test Acc = 54.51
Epoch 223: Training Cost = 0.341, Training Acc = 97.95 -- Test Cost = 8.572, Test Acc = 52.46
Epoch 224: Training Cost = 0.308, Training Acc = 97.56 -- Test Cost = 5.651, Test Acc = 52.87
Epoch 225: Training Cost = 0.213, Training Acc = 97.95 -- Test Cost = 7.346, Test Acc = 51.23
Epoch 226: Training Cost = 0.165, Training Acc = 98.34 -- Test Cost = 7.563, Test Acc = 45.08
Epoch 227: Training Cost = 0.217, Training Acc = 97.95 -- Test Cost = 7.279, Test Acc = 51.23
Epoch 228: Training Cost = 0.305, Training Acc = 97.66 -- Test Cost = 5.895, Test Acc = 51.23
Epoch 229: Training Cost = 0.202, Training Acc = 97.95 -- Test Cost = 7.909, Test Acc = 48.77
Epoch 230: Training Cost = 0.296, Training Acc = 97.46 -- Test Cost = 8.255, Test Acc = 52.05
Epoch 231: Training Cost = 0.414, Training Acc = 98.05 -- Test Cost = 7.337, Test Acc = 55.74
Epoch 232: Training Cost = 0.158, Training Acc = 97.95 -- Test Cost = 8.138, Test Acc = 56.56
Epoch 233: Training Cost = 0.367, Training Acc = 98.05 -- Test Cost = 8.081, Test Acc = 49.18
Epoch 234: Training Cost = 0.136, Training Acc = 97.66 -- Test Cost = 5.694, Test Acc = 50.41
Epoch 235: Training Cost = 0.113, Training Acc = 97.85 -- Test Cost = 7.603, Test Acc = 49.59
Epoch 236: Training Cost = 0.106, Training Acc = 98.44 -- Test Cost = 9.606, Test Acc = 53.69
Epoch 237: Training Cost = 0.157, Training Acc = 99.02 -- Test Cost = 7.096, Test Acc = 52.87
Epoch 238: Training Cost = 0.076, Training Acc = 98.73 -- Test Cost = 7.967, Test Acc = 56.15
Epoch 239: Training Cost = 0.123, Training Acc = 99.02 -- Test Cost = 7.825, Test Acc = 52.46
Epoch 240: Training Cost = 0.122, Training Acc = 99.22 -- Test Cost = 7.035, Test Acc = 52.46
Epoch 241: Training Cost = 0.034, Training Acc = 99.32 -- Test Cost = 7.201, Test Acc = 53.69
Epoch 242: Training Cost = 0.065, Training Acc = 99.41 -- Test Cost = 7.547, Test Acc = 51.64
Epoch 243: Training Cost = 0.107, Training Acc = 99.51 -- Test Cost = 7.615, Test Acc = 54.51
Epoch 244: Training Cost = 0.061, Training Acc = 99.41 -- Test Cost = 8.635, Test Acc = 54.10
Epoch 245: Training Cost = 0.037, Training Acc = 99.32 -- Test Cost = 8.848, Test Acc = 54.92
Epoch 246: Training Cost = 0.108, Training Acc = 99.32 -- Test Cost = 9.326, Test Acc = 50.41
Epoch 247: Training Cost = 0.029, Training Acc = 99.51 -- Test Cost = 9.923, Test Acc = 54.92
Epoch 248: Training Cost = 0.125, Training Acc = 99.22 -- Test Cost = 9.009, Test Acc = 56.97
Epoch 249: Training Cost = 0.015, Training Acc = 99.51 -- Test Cost = 7.896, Test Acc = 59.02
Epoch 250: Training Cost = 0.054, Training Acc = 99.51 -- Test Cost = 8.682, Test Acc = 55.33


Training Completed. Final Evaluation on Test Data Set.

Test Cost: 7.981
Test Accuracy: 56.56%


Evaluation on Validation Data Set.

Evaluation Cost: 3.282
Evaluation Accuracy: 67.86%
